Article URL,0
https://www.nytimes.com/2017/07/13/world/americas/venezuela-protests-green-cross-volunteer-medics.html,
https://www.nytimes.com/2017/06/06/world/middleeast/omran-daqneesh-syria-aleppo.html,
https://www.nytimes.com/2015/02/15/opinion/sunday/nicholas-kristof-unpaid-unarmed-lifesavers-in-syria.html,
https://www.nrk.no/troms/skulle-opptre-pa-kongelig-festivalapning-_-nektes-visum-1.13592475,
https://www.newsoneplace.com/24986751701/uk-search-rescue-teams-donating-equipment-syria-white-helmets,"Source, Twitter, "
https://www.newsdeeply.com/womenandgirls/community/2017/08/24/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets,
https://www.newsdeeply.com/womenandgirls/articles/2017/08/24/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets,
https://www.newsdeeply.com/syria/community/2017/08/28/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets-2,
https://www.newsdeeply.com/syria/articles/2017/08/28/the-syrian-women-saving-lives-as-volunteers-for-the-white-helmets-2,
https://www.netflix.com/title/80101827?s=i&trkid=14185066,
https://www.netflix.com/title/80101827?s=i&trkid=13752289,
https://www.netflix.com/title/80101827?s=i,
https://www.netflix.com/title/80101827,
https://www.nbcnews.com/video/-white-helmets-volunteer-assad-troops-are-executing-civilians-832016963807,"The Wall Street Journal, "
https://www.nbcnews.com/video/-green-helmets-risk-their-lives-to-protect-venezuelan-protesters-967265859734,
https://www.nbcnews.com/storyline/isis-terror/amp/7-white-helmets-medics-killed-syria-s-idlib-n792046,
https://www.nbcnews.com/storyline/isis-terror/7-white-helmets-medics-killed-syria-s-idlib-n792046,
https://www.nbcnews.com/news/world/aleppo-funeral-bombed-leaving-least-16-dead-syrian-activists-n638941,
https://www.nakedcapitalism.com/2017/05/yet-another-video-shows-u-s-funded-white-helmets-assisting-public-executions-rebel-held-syria.html,
https://www.msf.ie/article/syria-white-helmets-volunteers-who-provide-first-aid-wounded,
https://www.mintpressnews.com/mintpress-meets-father-iconic-aleppo-boy-says-media-lied-son/228722/,
https://www.mintpressnews.com/john-pilger-the-white-helmets-are-a-complete-propaganda-construct/228238/,
https://www.mintpressnews.com/james-le-mesurier-british-ex-military-mercenary-founded-white-helmets/230320/,
https://www.mintpressnews.com/investigation-white-helmets-committing-acts-terror-across-syria/231597/#.WbCjvpxCZgQ.twitter,
https://www.mintpressnews.com/investigation-white-helmets-committing-acts-terror-across-syria/231597/#.WbA60gI79DM.twitter,"The Associated Press, "
https://www.minds.com/blog/view/708875514823057408,"Twitter, The Associated Press, "
https://www.middleeastmonitor.com/20170812-7-white-helmets-volunteers-shot-dead-in-syria/,"Twitter, "
https://www.middleeastmonitor.com/20170812-7-whi,"Max Blumenthal, Ben Norton, Twitter, "
https://www.madata.gr/epikairotita/world/571488.html,
https://www.liveleak.com/view?i=f44_1504428932,"____ _____, The Guardian, Aug., Vanessa Beeley, "
https://www.liveleak.com/view?i=b5a_1490533325,"The Syria Campaign, Eva Bartlett, Syria Civil Defence, "
https://www.liveleak.com/view?i=72f_1502551969,"Vanessa Beeley, "
https://www.liveleak.com/view?i=6ca_1500106409,"The Syria Campaign, Agent, Syria Civil Defence, "
https://www.liveleak.com/view?i=627_1503166440,"The Syria Campaign, Agent, Syria Civil Defence, "
https://www.liveleak.com/view?i=3f1_1501611368,"Source, "
https://www.liveleak.com/view?i=347_1501087915,
https://www.liveleak.com/view?i=0a3_1430870428,
https://www.liveleak.com/,
https://www.linkedin.com/slink?code=eTsq8Nr,"_____ ______, _______ _______, ____ _____, _________ _____, ______ ______, __________ _¹_, Daily Mail, _______ _________, "
https://www.linkedin.com/slink?code=eTmUYYJ,
https://www.linkedin.com/slink?code=eQ3uefz,
https://www.linkedin.com/slink?code=eCqRX2e,
https://www.linkedin.com/slink?code=e5Byrwz,
https://www.linkedin.com/slink?code=dSzq-U4,
https://www.linkedin.com/slink?code=dH8jxsy,
https://www.lewrockwell.com/2017/07/phil-giraldi/fraud-white-helmets/,
https://www.lawfareblog.com/join-white-helmets-hoover-panel-discussion-humanitarian-efforts-syria,
https://www.konjunktion.info/2017/06/white-helmets-omran-der-kleine-junge-aus-ost-aleppo-als-klassisches-propagandaopfer/?pk_campaign=feed&pk_kwd=white-helmets-omran-der-kleine-junge-aus-ost-aleppo-als-klassisches-propagandaopfer,
https://www.konjunktion.info/2017/06/white-helmets-omran-der-kleine-junge-aus-ost-aleppo-als-klassisches-propagandaopfer/,
https://www.konga.com/,
https://www.justgiving.com/crowdfunding/Vienna-cycle,
https://www.jocoxfoundation.org/the-jo-cox-fund,
https://www.irishtimes.com/news/social-affairs/syria-civil-defence-to-be-honoured-with-award-in-tipperary-1.3182636#.WY3tIowcS84.twitter,
https://www.irishtimes.com/news/social-affairs/syria-civil-defence-to-be-honoured-with-award-in-tipperary-1.3182636#.WaXKd0I-0og.twitter,
https://www.irishtimes.com/news/social-affairs/syria-civil-defence-to-be-honoured-with-award-in-tipperary-1.3182636?mode=amp#get_site_url()/news/social-affairs/syria-civil-defence-to-be-honoured-with-award-in-tipperary-1.3182636,
https://www.irishtimes.com/news/social-affairs/syria-civil-defence-to-be-honoured-with-award-in-tipperary-1.3182636,
https://www.irishtimes.com/news/ireland/irish-news/syrian-white-helmets-awarded-tipperary-peace-prize-1.3211939#.WbDxYUzrXeo.twitter,"Marketing, Vanessa Beeley, "
https://www.irishtimes.com/news/ireland/irish-news/syrian-white-helmets-awarded-tipperary-peace-prize-1.3211939,
https://www.iraqinews.com/arab-world-news/syrian-forces-shell-khan-shaykhun-in-idlib/,
https://www.intellinews.org/united-states/fox-news/2017/08/14/7-white-helmets-members-killed-by-gunmen-in-northwestern-syria/,
https://www.intellinews.org/united-states/cnn/2017/08/13/white-helmets-7-rescuers-shot-dead-in-syria-gun-attack/,"Max Blumenthal, Review, "
https://www.intellinews.org/united-kingdom/the-telegraph/2017/09/03/old-fashioned-white-helmets-display-team-wound-up-as-army-looks-to-promote-more-high-tech-role/,
https://www.intellinews.org/united-kingdom/the-telegraph/2017/08/12/seven-members-of-syrias-white-helmets-shot-dead-by-unknown-gunmen/,"Journalist, "
https://www.intellinews.org/united-kingdom/the-guardian/2017/08/15/syrias-white-helmets-protest-against-killings-of-rescue-workers-world-news/,"Journalist, "
https://www.intellinews.org/united-kingdom/mirror/2017/09/01/last-ride-of-the-white-helmets-mirror-joins-armys-motorcycle-display-team-on-their-final-tour/,
https://www.intellinews.org/united-kingdom/dailymail/2017/08/12/white-helmets-rescuers-shot-dead-in-syria/,
https://www.intellihub.com/busted-videos-appears-to-show-white-helmets-aiding-al-qaeda-fighters/,
https://www.infowars.com/russia-challenges-cnn-to-report-on-real-story-behind-aleppo-boy-photo/,
https://www.infowars.com/father-of-aleppo-boy-corporate-media-used-my-son-as-a-political-tool-lied-about-attack/,
https://www.infowars.com/al-qaeda-has-drawn-a-bullseye-on-a-new-american-target-subway-trains/,
https://www.ilfarosulmondo.it/white-helmets-un-costrutto-completo-propaganda-la-siria/,"Martin Quinn, Syria Civil Defence, "
https://www.haaretz.com/middle-east-news/syria/1.808277,"Martin Quinn, Syria Civil Defence, "
https://www.gov.uk/government/publications/factsheet-the-uks-non-humanitarian-aid-response-to-the-syria-crisis--2/providing-non-humanitarian-assistance-in-syria,"Martin Quinn, Syria Civil Defence, "
https://www.gov.uk/government/news/foreign-secretary-condemns-murder-of-white-helmets-volunteers,"Martin Quinn, Syria Civil Defence, "
https://www.google.com/search?kgmid=/g/11g8749l7c&hl=en-US&kgs=19db904165769efd&q=Last+Men+in+Aleppo&shndl=0&source=sh/x/kp&entrypoint=sh/x/kp,"Wednesday, "
https://www.google.com/search?kgmid=/g/11bwl1ddv8&hl=en-US&kgs=233a70cb6aec9c12&q=Syrian+Civil+Defense&shndl=0&source=sh/x/kp&entrypoint=sh/x/kp,"Wednesday, "
https://www.google.com/newsstand/s/posts/CAIiEKR7VvB0endmERbiUgTwl-cqFwgEKg8IACoHCAownP3cAjDQkhww_oMo/White+Helmets+member+caught+on+camera+disposing+of+Syrian+soldiers%E2%80%99+mutilated+bodies+%28GRAPHIC+VIDEO%29,"Author, Wednesday, "
https://www.google.com/newsstand/s/posts/CAIiEJHyL2Hb6hzcIo2jj_OZX8wqFAgEKgwIACoFCAowhgIwkDgw0O8B/Seven+White+Helmets+medics+killed+in+Syria%27s+Idlib,"Associated Press, The Associated Press, "
https://www.google.com/newsstand/s/posts/CAIiEFi-dZ0n81eYAN8eoPCBne0qGAgEKg8IACoHCAowhO7OATDh9CgwvaadAg/7+White+Helmets+medics+killed+in+Syria%27s+Idlib,
https://www.google.com/newsstand/s/posts/CAIiEAl8XlreGxgyZYvMb6DmfXkqGQgEKhAIACoHCAowocv1CjCSptoCMPrTpgU/7+White+Helmets+rescuers+shot+dead+in+Syria+gun+attack,
https://www.google.com/amp/www.nbcnews.com/storyline/isis-terror/amp/7-white-helmets-medics-killed-syria-s-idlib-n792046,
https://www.google.com/amp/s/www.thestar.com/amp/news/world/2017/07/15/rival-rebel-groups-fight-each-other-in-embattled-idlib.html,
https://www.google.com/amp/s/www.rt.com/document/594d8037c4618879648b45bd/amp,
https://www.google.com/amp/s/rehmat1.com/2016/12/30/clooney-from-save-darfur-to-syrian-white-helmets/amp/,
https://www.google.com/amp/s/clarityofsignal.com/2017/07/18/numerous-us-government-officials-caught-on-camera-meeting-with-white-helmets-and-fsa-terrorists/amp/,"Claire Bernish, Twitter, "
https://www.google.com/amp/s/clarityofsignal.com/2017/02/27/massive-white-helmets-photo-cache-proves-hollywood-gave-oscar-to-terrorist-group/amp/,
https://www.google.com/amp/s/amp.cnn.com/cnn/2017/08/12/middleeast/white-helmets-syria-killings/index.html,"Eva Bartlett, Aug., "
https://www.google.co.uk/amp/s/www.wsj.com/amp/articles/seven-white-helmets-members-shot-dead-in-northwestern-syria-1502542963,
https://www.google.co.uk/amp/news.sky.com/story/amp/seven-white-helmet-volunteers-shot-in-the-head-at-base-10984698,"Siria, The Guardian, Vanessa Beeley, "
https://www.goodreads.com/author_blog_posts/14002901-jesus-is-in-aleppo,"Reuters, "
https://Www.gofundme.com/thewhitehelmetfund,"Twitter, "
https://www.globalcitizen.org/en/content/inside-the-heroic-story-of-the-oscar-nominated-whi/,
https://www.getrevue.co/profile/helmut-boeijen/issues/de-docupdate-12-juni-2017-60650,
https://www.g01m.rocks/q/?c4d44584e06191812171618121f04454c4c494b4d0354554d4c45484d05445948475d071d01494259535f014f07425f4e0c425546425e0757575f0f0a13505454584,
https://www.g01m.rocks/q/?45351454d054c4444494d4f011416131411111f05444f4e4f0d4f434e0357554e424142514e0757575f0f0a105454584,
https://www.flickr.com/short_urls.gne?photoset=aHsm2U5xDX,
https://www.flickr.com/photos/iranarabspring/albums/72157685215151733,
https://www.flickr.com/photos/iranarabspring/36569209506/,
https://www.flickr.com/photo.gne?short=XHuKWb,
https://www.fiweh.com/seven-arrested-in-egypt-after-raising-rainbow-flag-at-concert/,
https://www.fiweh.com/7-white-helmets-medics-killed-in-syrias-idlib/7/,
https://www.filmaffinity.com/es/film720042.html,
https://www.eventbrite.co.uk/e/the-white-helmets-film-screening-and-talk-tickets-35095747325,
https://www.etsy.com/listing/484883924/white-privilege-platinum-plus-id,
https://www.enabbaladi.net/archives/166614,
https://www.ems1.com/international/articles/314646048-7-White-Helmets-paramedics-killed-in-Syrias-Idlib/,
https://www.ems1.com/,
https://www.elitedaily.com/entertainment/celebrity/kendall-jenner-not-tipping-bartender/2039164,
https://www.discussionist.com/1014360039,
https://www.discussionist.com/1014346911,
https://www.davidicke.com/article/423451/msm-weeps-dead-white-helmets-terrorists-cries-nusra,
https://www.davidicke.com/article/421682/white-helmets-fabricate-pretext-new-u-s-strikes,
https://www.davidicke.com/article/418426/fraud-white-helmets-impressive-piece-propaganda,
https://www.davidicke.com/article/416867/white-helmets-member-caught-camera-disposing-syrian-soldiers-mutilated-bodies,
https://www.davidicke.com/article/416770/syrias-white-helmets-al-qaedas-co-workers-severed-heads-syrian-arab-army-soldiers-paraded-trophies,"Eva Bartlett, Vanessa Beeley, Twitter, "
https://www.davidicke.com/article/384935/vanessa-beeley-aleppo-chemical-attack-propaganda-white-helmet-folly,"Associated Press, "
https://www.dailysabah.com/syrian-crisis/2017/08/12/7-white-helmets-rescue-workers-fatally-shot-in-northeast-syria,
https://www.dailysabah.com/syrian-crisis/2017/04/29/at-least-8-white-helmets-rescuers-killed-in-airstrike-in-syrias-hama?platform=hootsuite,
https://www.dagbladet.no/kultur/sannheten-om-syria/67622588,
https://www.csmonitor.com/Commentary/the-monitors-view/2013/0414/Looking-for-Obama-s-agenda-in-Syria,
https://www.creedpolitico.com/7-white-helmets-volunteers-shot-dead-in-syria-middle-east-monitor/,"Wednesday, "
https://www.craigmurray.org.uk/archives/2017/09/the-appalling-pottingers/,
